Student_ID,Student_No,Midterm_CS_Equivalent,Midterm_LAB_Equivalent,Midterm_MO_Equivalent,Midterm_Grade,Finalterm_CS_Equivalent,Finalterm_LAB_Equivalent,Finalterm_MO_Equivalent,Finalterm_Grade,Midterm_Weighted_Component,Finalterm_Weighted_Component,Final_Grade,Midterm_CS_Raw_Short_Film_Proposal,Midterm_LAB_Raw_Storyboard,Midterm_MO_Raw_Long_Quiz_50pts,Midterm_CS_Max,Midterm_LAB_Max,Midterm_MO_Max,Finalterm_PPR1_Raw_5pts,Finalterm_PPR2_Raw_5pts,Finalterm_PPR3_Raw_5pts,Finalterm_PPR4_Raw_5pts,Finalterm_PPR5_Raw_5pts,Finalterm_PPR_Max_Each,Remarks_Label
2388233309,2388233309,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,88,86,44,100,100,50,4.3,4.45,4.3,4.5,4.45,5,1
2327027923,2327027923,1,1,1.25,1,1.25,1,1,1,1.1,1.075,1,100,100,50,100,100,50,4.85,4.8,4.95,4.8,4.8,5,1
2288073661,2288073661,5,5,5,5,5,5,5,5,5,5,5,23,24,10.5,100,100,50,0.55,0.4,0.5,0.55,0.4,5,0
2380003692,2380003692,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,76,78,38,100,100,50,3.8,3.8,3.7,3.7,3.8,5,1
2206889365,2206889365,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.825,2.825,2.75,63,62,31,100,100,50,3.35,3.3,3.25,3.25,3.35,5,1
2225194993,2225194993,1.5,1.5,1.5,1.5,1.25,1.25,1.25,1.25,1.5,1.25,1.25,94,92,45.5,100,100,50,4.75,4.65,4.7,4.7,4.75,5,1
2271990059,2271990059,3.25,3,3,3,3,3.25,3.25,3.25,3.075,3.175,5,59,58,28,100,100,50,3.05,3.05,3,2.95,3.05,5,0
2210989054,2210989054,3,3,2.75,3,3,2.75,3,3,2.9,2.925,3,62,64,31.5,100,100,50,3.25,3.2,3.15,3.1,3.15,5,1
2227670303,2227670303,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,50,50,26,100,100,50,2.65,2.5,2.5,2.65,2.5,5,0
2360982602,2360982602,2,2,2,2,2,2,1.75,2,2,1.9,2,80,80,40,100,100,50,4,4.05,4,4,4.1,5,1
2298184097,2298184097,2,2,2,2,2,2,2,2,2,2,2,85,83,42,100,100,50,4.1,4.25,4.25,4.1,4.1,5,1
2274824044,2274824044,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,95,95,46,100,100,50,4.6,4.7,4.65,4.7,4.7,5,1
2379538533,2379538533,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,55,53,27.5,100,100,50,2.6,2.5,2.5,2.55,2.5,5,0
2295394305,2295394305,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,53,51,25,100,100,50,2.65,2.65,2.65,2.5,2.65,5,0
2292220987,2292220987,5,5,4,5,5,5,5,5,4.6,5,5,7,7,5.5,100,100,50,1.2,1.25,1.25,1.25,1.35,5,0
2366849674,2366849674,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.5,1.75,1.6,1.75,89,88,43.5,100,100,50,4.45,4.5,4.5,4.5,4.45,5,1
2203063486,2203063486,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,52,52,25,100,100,50,2.7,2.6,2.5,2.65,2.5,5,0
2355554173,2355554173,2,1.75,2,2,2,2,2,2,1.925,2,2,83,85,42,100,100,50,4,4.05,4.15,4.2,4.15,5,1
2260477796,2260477796,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.4,5,50,50,25,100,100,50,2.5,2.5,2.6,2.5,2.5,5,0
2321502087,2321502087,2.5,2.5,2.75,2.5,2.5,2.75,2.5,2.5,2.6,2.575,2.5,73,73,36.5,100,100,50,3.55,3.6,3.6,3.45,3.45,5,1
2360472086,2360472086,2.75,2.75,2.75,2.75,3,3,2.75,3,2.75,2.9,2.75,65,66,33.5,100,100,50,3.1,3.1,3.1,3.2,3.1,5,1
2341324106,2341324106,1.5,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.325,1.25,1.25,91,93,45.5,100,100,50,4.7,4.75,4.65,4.7,4.6,5,1
2235615196,2235615196,1,1,1,1,1,1.25,1,1,1,1.075,1,96,99,50,100,100,50,4.85,4.9,4.95,4.85,4.85,5,1
2337281919,2337281919,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,54,54,27,100,100,50,2.55,2.5,2.6,2.65,2.55,5,0
2326900416,2326900416,1,1,1,1,1,1,1,1,1,1,1,98,98,50,100,100,50,5,4.9,5,4.9,5,5,1
2240553602,2240553602,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,5,61,59,29,100,100,50,2.95,2.85,2.95,2.9,2.9,5,0
2321420541,2321420541,2,2,2,2,2,2,1.75,2,2,1.9,2,82,82,40.5,100,100,50,4,4,4.1,4.15,4.1,5,1
2205411830,2205411830,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,79,78,39.5,100,100,50,3.75,3.95,3.95,3.95,3.95,5,1
2371636578,2371636578,2.5,2.75,2.5,2.5,2.75,2.75,2.75,2.75,2.575,2.75,2.75,71,73,36.5,100,100,50,3.4,3.45,3.45,3.4,3.4,5,1
2212759157,2212759157,2,2,2,2,2,2,2,2,2,2,2,82,80,40.5,100,100,50,4.05,4.15,4.2,4.2,4.2,5,1
2299608938,2299608938,5,4,5,5,5,5,5,5,4.7,5,5,4,7,2.5,100,100,50,0.25,0.3,0.35,0.3,0.2,5,0
2366047937,2366047937,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.825,2.825,2.75,62,62,31,100,100,50,3.2,3.25,3.25,3.3,3.35,5,1
2300861581,2300861581,3.25,3.25,3,3.25,3.25,3.25,3.25,3.25,3.15,3.25,5,60,59,29,100,100,50,3,2.8,2.9,2.9,2.95,5,0
2233920232,2233920232,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,53,53,25.5,100,100,50,2.6,2.65,2.75,2.6,2.55,5,0
2297877423,2297877423,1.25,1.25,1.5,1.25,1.25,1.5,1.25,1.25,1.35,1.325,1.25,94,95,47.5,100,100,50,4.7,4.75,4.65,4.75,4.75,5,1
2249845357,2249845357,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,53,53,27,100,100,50,2.7,2.65,2.75,2.7,2.65,5,0
2373063753,2373063753,3.25,3.25,3.25,3.25,3,3,3.25,3,3.25,3.1,5,59,56,28,100,100,50,3.05,3.05,3.05,2.95,3.05,5,0
2384875828,2384875828,3.25,3,3.25,3.25,3.25,3.25,3.25,3.25,3.175,3.25,5,57,57,28,100,100,50,2.85,2.9,2.8,2.85,2.95,5,0
2233889224,2233889224,3.25,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.15,5,58,56,28,100,100,50,2.95,3,2.95,2.95,2.9,5,0
2323736914,2323736914,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,75,74,38,100,100,50,3.85,3.9,3.85,3.75,3.9,5,1
2349504649,2349504649,1.75,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.575,1.75,1.75,88,89,44,100,100,50,4.35,4.35,4.5,4.5,4.45,5,1
2392553352,2392553352,2.75,2.75,3,2.75,2.75,2.75,3,2.75,2.85,2.85,2.75,66,67,33,100,100,50,3.3,3.35,3.35,3.35,3.35,5,1
2289916450,2289916450,1.25,1.25,1.5,1.25,1.25,1.25,1.5,1.25,1.35,1.35,1.25,95,95,47,100,100,50,4.75,4.75,4.7,4.7,4.65,5,1
2285206184,2285206184,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,77,78,39.5,100,100,50,3.95,3.9,3.85,3.95,3.95,5,1
2330971107,2330971107,5,5,5,5,5,3.75,5,5,5,4.625,5,34,36,17.5,100,100,50,0.85,1.05,1.05,1,1,5,0
2392700843,2392700843,4,5,3.75,5,5,5,5,5,4.2,5,5,43,41,21.5,100,100,50,1.45,1.45,1.4,1.6,1.45,5,0
2393564337,2393564337,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.175,5,57,56,28,100,100,50,2.9,3.05,2.85,2.9,3,5,0
2278703199,2278703199,1,1,1.25,1,1,1,1,1,1.1,1,1,100,100,50,100,100,50,4.8,4.9,4.85,4.95,4.9,5,1
2382033177,2382033177,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,76,79,38,100,100,50,3.75,3.85,3.9,3.8,3.9,5,1
2204069756,2204069756,2,2,2,2,2,2,2,2,2,2,2,85,84,42.5,100,100,50,4.25,4.2,4.2,4.2,4.25,5,1
2389425779,2389425779,3.75,5,4,5,3.75,5,5,5,4.225,4.625,5,49,49,24.5,100,100,50,2.45,2.45,2.35,2.45,2.45,5,0
2232202942,2232202942,2.75,2.5,2.5,2.5,2.75,2.5,2.75,2.75,2.575,2.675,2.75,70,69,34.5,100,100,50,3.4,3.45,3.4,3.4,3.4,5,1
2389008135,2389008135,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,50,51,25,100,100,50,2.7,2.55,2.6,2.5,2.55,5,0
2201932354,2201932354,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.575,2.5,72,70,35,100,100,50,3.5,3.5,3.65,3.65,3.5,5,1
2210013062,2210013062,2.75,2.5,2.75,2.75,2.5,2.5,2.75,2.5,2.675,2.6,2.5,71,68,34,100,100,50,3.55,3.65,3.65,3.55,3.5,5,1
2281665110,2281665110,3,3,3.25,3,3,3.25,3.25,3.25,3.1,3.175,5,61,61,30.5,100,100,50,3.05,2.95,3.05,3.05,2.95,5,0
2351964329,2351964329,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,75,78,38.5,100,100,50,3.8,3.85,3.85,3.7,3.7,5,1
2257073236,2257073236,3.25,3.25,3,3.25,3.25,3,3,3,3.15,3.075,3,56,59,28,100,100,50,2.85,2.85,2.9,2.8,2.8,5,1
2227469944,2227469944,1.25,1.5,1.25,1.25,1.5,1.25,1.5,1.5,1.325,1.425,1.5,95,92,46,100,100,50,4.7,4.65,4.6,4.6,4.65,5,1
2348811979,2348811979,5,3.75,5,5,3.75,5,3.75,5,4.625,4.125,5,17,17,7.5,100,100,50,2.25,2.4,2.2,2.4,2.2,5,0
2370302684,2370302684,5,5,5,5,5,5,5,5,5,5,5,2,2,0.5,100,100,50,1.5,1.35,1.35,1.55,1.45,5,0
2249121577,2249121577,1.75,1.75,1.5,1.75,1.75,1.5,1.5,1.5,1.65,1.575,1.5,87,88,43,100,100,50,4.45,4.5,4.4,4.4,4.4,5,1
2216063238,2216063238,2.75,2.5,2.5,2.5,2.5,2.75,2.5,2.5,2.575,2.575,2.5,68,70,34,100,100,50,3.55,3.55,3.65,3.65,3.65,5,1
2358581305,2358581305,3.5,3.5,3.5,3.5,3.5,3.5,3.25,3.5,3.5,3.4,5,51,52,25,100,100,50,2.6,2.6,2.75,2.65,2.6,5,0
2288611064,2288611064,2.75,2.75,3,2.75,3,2.75,3,3,2.85,2.925,3,66,64,33.5,100,100,50,3.1,3.1,3.2,3.15,3.25,5,1
2225567329,2225567329,1.5,1.5,1.75,1.5,1.75,1.75,1.75,1.75,1.6,1.75,1.75,89,89,45,100,100,50,4.3,4.35,4.45,4.3,4.45,5,1
2312081294,2312081294,1.25,1.5,1.25,1.25,1.25,1.5,1.25,1.25,1.325,1.325,1.25,94,94,47.5,100,100,50,4.7,4.75,4.75,4.75,4.75,5,1
2394514973,2394514973,2.25,2.5,2.25,2.25,2.25,2.5,2.25,2.25,2.325,2.325,2.25,77,79,39,100,100,50,3.75,3.8,3.8,3.9,3.75,5,1
2279235017,2279235017,2,2,2,2,2,2,2,2,2,2,2,84,82,42.5,100,100,50,4.05,4.2,4.1,4.2,4.15,5,1
2265967062,2265967062,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.425,3.5,5,55,55,27.5,100,100,50,2.5,2.6,2.6,2.5,2.5,5,0
2352188294,2352188294,1.5,1.5,1.75,1.5,1.75,1.75,1.75,1.75,1.6,1.75,1.75,87,90,45,100,100,50,4.3,4.35,4.35,4.4,4.4,5,1
2280304483,2280304483,2.5,2.75,2.5,2.5,2.75,2.75,2.5,2.75,2.575,2.65,2.5,72,73,36.5,100,100,50,3.5,3.4,3.5,3.4,3.4,5,1
2339511059,2339511059,2,2,2,2,2,2,2,2,2,2,2,81,81,41.5,100,100,50,4.25,4.2,4.2,4.05,4.1,5,1
2345120046,2345120046,3.25,3,3.25,3.25,3.25,3,3.25,3.25,3.175,3.175,5,59,57,29.5,100,100,50,2.9,2.9,2.95,3,2.85,5,0
2285070158,2285070158,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.25,3.175,5,57,57,29,100,100,50,3.05,3.05,3,3.05,3,5,0
2322064651,2322064651,3,2.75,3,3,3,3,2.75,3,2.925,2.9,3,64,63,31.5,100,100,50,3.1,3.25,3.1,3.1,3.15,5,1
2246153252,2246153252,1.5,1.5,1.75,1.5,1.5,1.75,1.75,1.75,1.6,1.675,1.75,90,90,45,100,100,50,4.4,4.45,4.5,4.4,4.5,5,1
2264604723,2264604723,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,78,78,39,100,100,50,3.95,3.95,3.8,3.85,3.85,5,1
2237396869,2237396869,1.5,1.25,1.5,1.5,1.5,1.5,1.25,1.5,1.425,1.4,1.5,91,91,46,100,100,50,4.65,4.65,4.55,4.55,4.65,5,1
2288856046,2288856046,1,1,1,1,1,1,1,1,1,1,1,100,98,50,100,100,50,5,4.95,5,5,5,5,1
2234349662,2234349662,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,86,86,43,100,100,50,4.4,4.35,4.3,4.4,4.3,5,1
2236621328,2236621328,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,87,86,43,100,100,50,4.3,4.3,4.3,4.35,4.3,5,1
2364831323,2364831323,1.75,1.75,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.575,1.75,87,86,43,100,100,50,4.5,4.45,4.4,4.4,4.45,5,1
2394590185,2394590185,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,78,79,39.5,100,100,50,3.85,3.95,3.95,3.8,3.95,5,1
2353573449,2353573449,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.25,3.175,5,59,58,28.5,100,100,50,3.05,3.05,3.05,2.9,3.05,5,0
2284189997,2284189997,3,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,62,63,32,100,100,50,3.15,3.3,3.35,3.35,3.15,5,1
2389307369,2389307369,2.75,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.575,2.6,2.5,70,69,35,100,100,50,3.65,3.55,3.65,3.65,3.55,5,1
2335113039,2335113039,5,5,3.75,5,5,5,4,5,4.5,4.6,5,8,9,6,100,100,50,0.35,0.3,0.35,0.25,0.25,5,0
2267642640,2267642640,3,3,2.75,3,3,3,2.75,3,2.9,2.9,3,62,63,31.5,100,100,50,3.2,3.2,3.2,3.1,3.3,5,1
2352345718,2352345718,2,2,2,2,2,2,2,2,2,2,2,85,82,41,100,100,50,4.15,4.05,4.15,4.05,4.2,5,1
2313693456,2313693456,3,3.25,3.25,3.25,3.25,3.25,3,3.25,3.175,3.15,5,61,61,30.5,100,100,50,2.85,2.8,2.9,2.9,2.8,5,0
2285559560,2285559560,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,51,54,25,100,100,50,2.55,2.6,2.5,2.65,2.55,5,0
2233189051,2233189051,2.25,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2.25,2.325,2.25,78,77,39,100,100,50,3.7,3.7,3.7,3.75,3.75,5,1
2228355544,2228355544,1.25,1,1.25,1.25,1.25,1.25,1,1.25,1.175,1.15,1.25,97,96,48,100,100,50,4.8,4.8,4.9,4.8,4.8,5,1
2246094258,2246094258,2.25,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,77,76,38,100,100,50,3.95,3.95,3.95,3.9,3.95,5,1
2224547574,2224547574,1.5,1.75,1.5,1.5,1.75,1.5,1.75,1.75,1.575,1.675,1.75,90,89,45,100,100,50,4.35,4.4,4.35,4.3,4.3,5,1
2216727963,2216727963,3.75,5,5,5,5,5,5,5,4.625,5,5,48,49,24.5,100,100,50,0.45,0.45,0.45,0.6,0.5,5,0
2352291964,2352291964,1.5,1.25,1.25,1.25,1.5,1.25,1.5,1.5,1.325,1.425,1.5,92,92,46.5,100,100,50,4.55,4.6,4.7,4.55,4.55,5,1
2240651142,2240651142,1.25,1,1,1,1,1,1,1,1.075,1,1,98,96,48,100,100,50,4.85,4.8,4.8,4.9,4.9,5,1
2283362232,2283362232,1.75,1.75,1.75,1.75,1.5,1.75,1.5,1.5,1.75,1.575,1.75,86,86,44.5,100,100,50,4.5,4.45,4.5,4.4,4.45,5,1
2320891310,2320891310,1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.75,1.65,1.75,1.75,86,88,44,100,100,50,4.4,4.5,4.45,4.3,4.45,5,1
2209969176,2209969176,2.75,2.75,2.75,2.75,2.5,2.75,2.5,2.5,2.75,2.575,2.75,69,68,36,100,100,50,3.4,3.55,3.45,3.6,3.55,5,1
2251998510,2251998510,3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.175,3.25,5,61,61,30.5,100,100,50,2.9,2.8,2.85,2.95,2.9,5,0
2372313000,2372313000,1,1,1,1,1,1,1,1,1,1,1,96,98,48.5,100,100,50,5,4.85,4.95,5,5,5,1
2241568831,2241568831,5,4,5,5,5,5,3.75,5,4.7,4.5,5,7,4,3.5,100,100,50,1.75,1.8,1.65,1.75,1.7,5,0
2339732112,2339732112,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,86,86,43.5,100,100,50,4.35,4.35,4.3,4.3,4.4,5,1
2340502733,2340502733,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.425,3.5,5,55,54,27,100,100,50,2.75,2.6,2.7,2.75,2.7,5,0
2364467033,2364467033,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,53,50,26.5,100,100,50,2.7,2.6,2.7,2.7,2.7,5,0
2281659605,2281659605,3.5,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.425,3.5,5,51,53,25.5,100,100,50,2.75,2.65,2.6,2.7,2.75,5,0
2247637267,2247637267,2,2,2,2,2,2,2,2,2,2,2,80,80,40,100,100,50,4.1,4.15,4.2,4.25,4.2,5,1
2293408639,2293408639,2.5,2.5,2.75,2.5,2.5,2.75,2.75,2.75,2.6,2.675,2.75,71,72,36.5,100,100,50,3.55,3.6,3.4,3.4,3.55,5,1
2268750543,2268750543,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.25,1.25,1.35,1.25,92,94,46.5,100,100,50,4.55,4.75,4.65,4.75,4.75,5,1
2218136128,2218136128,3.5,3.5,3.25,3.5,3.5,3.25,3.5,3.5,3.4,3.425,5,51,51,27,100,100,50,2.7,2.65,2.75,2.75,2.75,5,0
2391070812,2391070812,1.75,1.75,1.5,1.75,1.75,1.75,1.5,1.75,1.65,1.65,1.75,88,87,45,100,100,50,4.45,4.5,4.4,4.45,4.35,5,1
2289937266,2289937266,1,1.25,1,1,1.25,1,1,1,1.075,1.075,1,100,97,50,100,100,50,4.8,4.85,4.8,4.8,4.8,5,1
2239446440,2239446440,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.325,2.25,2.25,74,74,37.5,100,100,50,3.95,3.85,3.9,3.95,3.95,5,1
2202253363,2202253363,1.5,1.5,1.5,1.5,1.25,1.5,1.5,1.5,1.5,1.425,1.5,91,92,46,100,100,50,4.75,4.75,4.75,4.7,4.65,5,1
2361086830,2361086830,2.25,2.5,2.5,2.5,2.25,2.25,2.25,2.25,2.425,2.25,2.25,78,79,38.5,100,100,50,3.95,3.95,3.8,3.75,3.85,5,1
2214042462,2214042462,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,5,55,55,26.5,100,100,50,2.65,2.75,2.75,2.65,2.75,5,0
2229162700,2229162700,1,1.25,1.25,1.25,1,1.25,1,1,1.175,1.075,1,97,98,50,100,100,50,4.85,5,5,4.9,5,5,1
2230643573,2230643573,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.25,3.175,5,56,57,28,100,100,50,2.8,2.8,2.8,2.8,2.8,5,0
2203596394,2203596394,2.75,2.75,2.5,2.75,2.5,2.75,2.5,2.5,2.65,2.575,2.5,68,70,35,100,100,50,3.6,3.65,3.65,3.65,3.55,5,1
2312676588,2312676588,5,5,5,5,3.75,5,4,5,5,4.225,5,9,10,6,100,100,50,2.35,2.45,2.45,2.35,2.45,5,0
2341419438,2341419438,1.5,1.75,1.5,1.5,1.75,1.75,1.75,1.75,1.575,1.75,1.75,90,90,43.5,100,100,50,4.35,4.3,4.45,4.4,4.35,5,1
2348772528,2348772528,3.25,3.25,3.25,3.25,3.25,3.25,3,3.25,3.25,3.15,5,56,58,29,100,100,50,3,3,2.85,3.05,3.05,5,0
2337455873,2337455873,1.5,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.675,1.675,1.75,90,90,45,100,100,50,4.3,4.3,4.35,4.35,4.35,5,1
2245065120,2245065120,3,3,2.75,3,3,3,3,3,2.9,3,3,63,62,31.5,100,100,50,3.25,3.1,3.2,3.2,3.25,5,1
2398625922,2398625922,3,2.75,2.75,2.75,3,2.75,2.75,2.75,2.825,2.825,2.75,65,65,32,100,100,50,3.2,3.2,3.25,3.1,3.15,5,1
2238092413,2238092413,1,1,1,1,1,1,1,1,1,1,1,100,100,50,100,100,50,4.8,4.85,4.95,4.9,4.95,5,1
2204428059,2204428059,1,1.25,1,1,1.25,1,1,1,1.075,1.075,1,98,99,49.5,100,100,50,4.8,4.8,4.85,4.8,4.9,5,1
